"country","fuel-type","type-of-vehicle","Unit","Date","Value"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2014","145065"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2015","163038"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2016","180394"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2017","193837"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2018","208805"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2019","225625"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2020","234864"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2021","271394"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2022","280737"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","1993","1486"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","1994","1235"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","1995","1273"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","1996","1275"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","1997","1300"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","1998","2000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","1999","2000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2000","2000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2001","3000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2002","3000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2003","4000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2005","9000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2006","9700"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2007","10800"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2008","10850"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2009","11390"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2010","11140"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2011","10500"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2012","10000"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2013","11119"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2014","11209"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2015","11673"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2016","11761"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2017","11599"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2018","11873"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2019","11649"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2020","11653"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2021","12033"
"The former Yugoslav Republic of Macedonia","Alternative (total)","Passenger cars","Number","2022","10262"
"Turkey","Petrol","Passenger cars","Number","2004","4062000"
"Turkey","Petrol","Passenger cars","Number","2005","3883000"
"Turkey","Petrol","Passenger cars","Number","2006","3838000"
"Turkey","Petrol","Passenger cars","Number","2007","3715000"
"Turkey","Petrol","Passenger cars","Number","2008","3532000"
"Turkey","Petrol","Passenger cars","Number","2009","3373880"
"Turkey","Petrol","Passenger cars","Number","2010","3191964"
"Turkey","Petrol","Passenger cars","Number","2011","2721900"
"Turkey","Petrol","Passenger cars","Number","2012","2681050"
"Turkey","Petrol","Passenger cars","Number","2013","2888693"
"Turkey","Petrol","Passenger cars","Number","2014","2855190"
"Turkey","Petrol","Passenger cars","Number","2015","2927971"
"Turkey","Petrol","Passenger cars","Number","2016","3032139"
"Turkey","Petrol","Passenger cars","Number","2017","3121201"
"Turkey","Petrol","Passenger cars","Number","2018","3093806"
"Turkey","Petrol","Passenger cars","Number","2019","3032725"
"Turkey","Petrol","Passenger cars","Number","2020","3232797"
"Turkey","Petrol","Passenger cars","Number","2021","3574110"
"Turkey","Petrol","Passenger cars","Number","2022","3938056"
"Turkey","Diesel","Passenger cars","Number","2004","253000"
"Turkey","Diesel","Passenger cars","Number","2005","395000"
"Turkey","Diesel","Passenger cars","Number","2006","584000"
"Turkey","Diesel","Passenger cars","Number","2007","764000"
"Turkey","Diesel","Passenger cars","Number","2008","948000"
"Turkey","Diesel","Passenger cars","Number","2009","1111820"
"Turkey","Diesel","Passenger cars","Number","2010","1381631"
"Turkey","Diesel","Passenger cars","Number","2011","1756000"
"Turkey","Diesel","Passenger cars","Number","2012","2101210"
"Turkey","Diesel","Passenger cars","Number","2013","2497209"
"Turkey","Diesel","Passenger cars","Number","2014","2882886"
"Turkey","Diesel","Passenger cars","Number","2015","3346024"
"Turkey","Diesel","Passenger cars","Number","2016","3803894"
"Turkey","Diesel","Passenger cars","Number","2017","4256436"
"Turkey","Diesel","Passenger cars","Number","2018","4568900"
"Turkey","Diesel","Passenger cars","Number","2019","4770883"
"Turkey","Diesel","Passenger cars","Number","2020","5017143"
"Turkey","Diesel","Passenger cars","Number","2021","5166547"
"Turkey","Diesel","Passenger cars","Number","2022","5275586"
"Turkey","Alternative (total)","Passenger cars","Number","2004","1085000"
"Turkey","Alternative (total)","Passenger cars","Number","2005","1495000"
"Turkey","Alternative (total)","Passenger cars","Number","2006","1719000"
"Turkey","Alternative (total)","Passenger cars","Number","2007","1993000"
"Turkey","Alternative (total)","Passenger cars","Number","2008","2317000"
"Turkey","Alternative (total)","Passenger cars","Number","2009","2608270"
"Turkey","Alternative (total)","Passenger cars","Number","2010","2971276"
"Turkey","Alternative (total)","Passenger cars","Number","2011","3320900"
"Turkey","Alternative (total)","Passenger cars","Number","2012","3618450"
"Turkey","Alternative (total)","Passenger cars","Number","2013","3898021"
"Turkey","Alternative (total)","Passenger cars","Number","2014","4119839"
"Turkey","Alternative (total)","Passenger cars","Number","2015","4315342"
"Turkey","Alternative (total)","Passenger cars","Number","2016","4481965"
"Turkey","Alternative (total)","Passenger cars","Number","2017","4658341"
"Turkey","Alternative (total)","Passenger cars","Number","2018","4735484"
"Turkey","Alternative (total)","Passenger cars","Number","2019","4699441"
"Turkey","Alternative (total)","Passenger cars","Number","2020","4849101"
"Turkey","Alternative (total)","Passenger cars","Number","2021","4965408"
"Turkey","Alternative (total)","Passenger cars","Number","2022","5055710"
"Ukraine","Petrol","Passenger cars","Number","1993","4149000"
"Ukraine","Petrol","Passenger cars","Number","1994","4224600"
"Ukraine","Petrol","Passenger cars","Number","2000","5076875"
"Ukraine","Petrol","Passenger cars","Number","2005","4860514"
"Ukraine","Petrol","Passenger cars","Number","2008","5491540"
"Ukraine","Petrol","Passenger cars","Number","2010","5598368"
"Ukraine","Diesel","Passenger cars","Number","1993","30500"
"Ukraine","Diesel","Passenger cars","Number","1994","88100"
"Ukraine","Diesel","Passenger cars","Number","2000","115503"
"Ukraine","Diesel","Passenger cars","Number","2005","490476"
"Ukraine","Diesel","Passenger cars","Number","2008","624757"
"Ukraine","Diesel","Passenger cars","Number","2010","827557"
"Ukraine","Alternative (total)","Passenger cars","Number","1993","56200"
"Ukraine","Alternative (total)","Passenger cars","Number","1994","71400"
"United Kingdom","Petrol","Passenger cars","Number","1993","20032000"
"United Kingdom","Petrol","Passenger cars","Number","1994","20090000"
"United Kingdom","Petrol","Passenger cars","Number","1995","19533000"
"United Kingdom","Petrol","Passenger cars","Number","1996","20052000"
"United Kingdom","Petrol","Passenger cars","Number","1997","20385000"
"United Kingdom","Petrol","Passenger cars","Number","1998","20591000"
"United Kingdom","Petrol","Passenger cars","Number","1999","21031000"
"United Kingdom","Petrol","Passenger cars","Number","2000","21233000"
"United Kingdom","Petrol","Passenger cars","Number","2001","21641000"
"United Kingdom","Petrol","Passenger cars","Number","2002","21839000"
"United Kingdom","Petrol","Passenger cars","Number","2003","21805000"
"United Kingdom","Petrol","Passenger cars","Number","2004","21976606"
"United Kingdom","Petrol","Passenger cars","Number","2005","21876000"
"United Kingdom","Petrol","Passenger cars","Number","2006","21635000"
"United Kingdom","Petrol","Passenger cars","Number","2007","21432000"
"United Kingdom","Petrol","Passenger cars","Number","2008","21064000"
"United Kingdom","Petrol","Passenger cars","Number","2009","20491000"
"United Kingdom","Petrol","Passenger cars","Number","2010","20083000"
"United Kingdom","Petrol","Passenger cars","Number","2011","19548000"
"United Kingdom","Petrol","Passenger cars","Number","2012","19159000"
"United Kingdom","Petrol","Passenger cars","Number","2015","18747234"
"United Kingdom","Petrol","Passenger cars","Number","2016","18718202"
"United Kingdom","Petrol","Passenger cars","Number","2017","18755110"
"United Kingdom","Petrol","Passenger cars","Number","2018","19024664"
"United Kingdom","Petrol","Passenger cars","Number","2021","19840380"
"United Kingdom","Petrol","Passenger cars","Number","2022","20250367"
"United Kingdom","Diesel","Passenger cars","Number","1993","1225000"
"United Kingdom","Diesel","Passenger cars","Number","1994","1608000"
"United Kingdom","Diesel","Passenger cars","Number","1995","1891000"
"United Kingdom","Diesel","Passenger cars","Number","1996","2215000"
"United Kingdom","Diesel","Passenger cars","Number","1997","2439000"
"United Kingdom","Diesel","Passenger cars","Number","1998","2693000"
"United Kingdom","Diesel","Passenger cars","Number","1999","2930000"
"United Kingdom","Diesel","Passenger cars","Number","2000","3153000"
"United Kingdom","Diesel","Passenger cars","Number","2001","3460000"
"United Kingdom","Diesel","Passenger cars","Number","2002","3914000"
"United Kingdom","Diesel","Passenger cars","Number","2003","4400000"
"United Kingdom","Diesel","Passenger cars","Number","2004","5010583"
"United Kingdom","Diesel","Passenger cars","Number","2005","5596101"
"United Kingdom","Diesel","Passenger cars","Number","2006","6135000"
"United Kingdom","Diesel","Passenger cars","Number","2007","6716000"
"United Kingdom","Diesel","Passenger cars","Number","2008","7227000"
"United Kingdom","Diesel","Passenger cars","Number","2009","7641000"
"United Kingdom","Diesel","Passenger cars","Number","2010","8203000"
"United Kingdom","Diesel","Passenger cars","Number","2011","8763000"
"United Kingdom","Diesel","Passenger cars","Number","2012","9385000"
"United Kingdom","Diesel","Passenger cars","Number","2015","11400000"
"United Kingdom","Diesel","Passenger cars","Number","2016","12062977"
"United Kingdom","Diesel","Passenger cars","Number","2017","12371742"
"United Kingdom","Diesel","Passenger cars","Number","2018","12409324"
"United Kingdom","Diesel","Passenger cars","Number","2021","11639321"
"United Kingdom","Diesel","Passenger cars","Number","2022","11272500"
"United Kingdom","Alternative (total)","Passenger cars","Number","1993","3500"
"United Kingdom","Alternative (total)","Passenger cars","Number","1994","2010"
"United Kingdom","Alternative (total)","Passenger cars","Number","1995","3000"
"United Kingdom","Alternative (total)","Passenger cars","Number","1996","4000"
"United Kingdom","Alternative (total)","Passenger cars","Number","1997","6000"
"United Kingdom","Alternative (total)","Passenger cars","Number","1998","10000"
"United Kingdom","Alternative (total)","Passenger cars","Number","1999","14000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2004","40845"
"United Kingdom","Alternative (total)","Passenger cars","Number","2005","48298"
"United Kingdom","Alternative (total)","Passenger cars","Number","2006","60000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2007","80000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2008","99000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2009","114000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2010","135000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2011","155000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2012","179000"
"United Kingdom","Alternative (total)","Passenger cars","Number","2015","64678"
"United Kingdom","Alternative (total)","Passenger cars","Number","2016","69261"
"United Kingdom","Alternative (total)","Passenger cars","Number","2017","72952"
"United Kingdom","Alternative (total)","Passenger cars","Number","2018","83609"
