"country","fuel-type","type-of-vehicle","Unit","Date","Value"
"Latvia","Alternative (total)","Passenger cars","Number","2004","100"
"Latvia","Alternative (total)","Passenger cars","Number","2005","100"
"Latvia","Alternative (total)","Passenger cars","Number","2006","60"
"Latvia","Alternative (total)","Passenger cars","Number","2007","50"
"Latvia","Alternative (total)","Passenger cars","Number","2008","50"
"Latvia","Alternative (total)","Passenger cars","Number","2009","50"
"Latvia","Alternative (total)","Passenger cars","Number","2010","0"
"Latvia","Alternative (total)","Passenger cars","Number","2011","0"
"Latvia","Alternative (total)","Passenger cars","Number","2012","10"
"Latvia","Alternative (total)","Passenger cars","Number","2013","20"
"Latvia","Alternative (total)","Passenger cars","Number","2014","52059"
"Latvia","Alternative (total)","Passenger cars","Number","2015","54294"
"Latvia","Alternative (total)","Passenger cars","Number","2016","52728"
"Latvia","Alternative (total)","Passenger cars","Number","2017","52558"
"Latvia","Alternative (total)","Passenger cars","Number","2018","51319"
"Latvia","Alternative (total)","Passenger cars","Number","2019","49056"
"Latvia","Alternative (total)","Passenger cars","Number","2020","46761"
"Latvia","Alternative (total)","Passenger cars","Number","2021","44507"
"Latvia","Alternative (total)","Passenger cars","Number","2022","43519"
"Liechtenstein","Petrol","Passenger cars","Number","1995","18000"
"Liechtenstein","Petrol","Passenger cars","Number","1996","18000"
"Liechtenstein","Petrol","Passenger cars","Number","1997","19000"
"Liechtenstein","Petrol","Passenger cars","Number","1998","20000"
"Liechtenstein","Petrol","Passenger cars","Number","2000","21000"
"Liechtenstein","Petrol","Passenger cars","Number","2001","21000"
"Liechtenstein","Petrol","Passenger cars","Number","2002","21000"
"Liechtenstein","Petrol","Passenger cars","Number","2003","21130"
"Liechtenstein","Petrol","Passenger cars","Number","2004","21020"
"Liechtenstein","Petrol","Passenger cars","Number","2005","20895"
"Liechtenstein","Petrol","Passenger cars","Number","2006","20270"
"Liechtenstein","Petrol","Passenger cars","Number","2007","19803"
"Liechtenstein","Petrol","Passenger cars","Number","2008","20190"
"Liechtenstein","Petrol","Passenger cars","Number","2009","20120"
"Liechtenstein","Petrol","Passenger cars","Number","2010","20470"
"Liechtenstein","Petrol","Passenger cars","Number","2011","20404"
"Liechtenstein","Petrol","Passenger cars","Number","2012","20350"
"Liechtenstein","Petrol","Passenger cars","Number","2013","20060"
"Liechtenstein","Petrol","Passenger cars","Number","2014","19920"
"Liechtenstein","Petrol","Passenger cars","Number","2015","19759"
"Liechtenstein","Petrol","Passenger cars","Number","2016","19603"
"Liechtenstein","Petrol","Passenger cars","Number","2017","19596"
"Liechtenstein","Petrol","Passenger cars","Number","2018","19687"
"Liechtenstein","Petrol","Passenger cars","Number","2019","19837"
"Liechtenstein","Petrol","Passenger cars","Number","2020","19931"
"Liechtenstein","Petrol","Passenger cars","Number","2021","20010"
"Liechtenstein","Petrol","Passenger cars","Number","2022","19988"
"Liechtenstein","Diesel","Passenger cars","Number","1995","1000"
"Liechtenstein","Diesel","Passenger cars","Number","1996","1000"
"Liechtenstein","Diesel","Passenger cars","Number","1997","1000"
"Liechtenstein","Diesel","Passenger cars","Number","1998","1000"
"Liechtenstein","Diesel","Passenger cars","Number","1999","1000"
"Liechtenstein","Diesel","Passenger cars","Number","2000","1000"
"Liechtenstein","Diesel","Passenger cars","Number","2001","1000"
"Liechtenstein","Diesel","Passenger cars","Number","2002","2000"
"Liechtenstein","Diesel","Passenger cars","Number","2003","2390"
"Liechtenstein","Diesel","Passenger cars","Number","2004","2910"
"Liechtenstein","Diesel","Passenger cars","Number","2005","3487"
"Liechtenstein","Diesel","Passenger cars","Number","2006","3980"
"Liechtenstein","Diesel","Passenger cars","Number","2007","4489"
"Liechtenstein","Diesel","Passenger cars","Number","2008","5150"
"Liechtenstein","Diesel","Passenger cars","Number","2009","5660"
"Liechtenstein","Diesel","Passenger cars","Number","2010","6220"
"Liechtenstein","Diesel","Passenger cars","Number","2011","6669"
"Liechtenstein","Diesel","Passenger cars","Number","2012","7370"
"Liechtenstein","Diesel","Passenger cars","Number","2013","7940"
"Liechtenstein","Diesel","Passenger cars","Number","2014","8430"
"Liechtenstein","Diesel","Passenger cars","Number","2015","8896"
"Liechtenstein","Diesel","Passenger cars","Number","2016","9430"
"Liechtenstein","Diesel","Passenger cars","Number","2017","9822"
"Liechtenstein","Diesel","Passenger cars","Number","2018","9927"
"Liechtenstein","Diesel","Passenger cars","Number","2019","10004"
"Liechtenstein","Diesel","Passenger cars","Number","2020","10003"
"Liechtenstein","Diesel","Passenger cars","Number","2021","9808"
"Liechtenstein","Diesel","Passenger cars","Number","2022","9632"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2000","0"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2001","0"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2002","0"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2003","10"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2004","10"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2006","40"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2007","76"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2008","120"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2009","130"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2010","200"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2011","254"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2012","290"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2013","100"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2014","130"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2015","147"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2016","208"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2017","257"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2018","335"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2019","407"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2020","500"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2021","723"
"Liechtenstein","Alternative (total)","Passenger cars","Number","2022","1037"
"Lithuania","Petrol","Passenger cars","Number","2013","749962"
"Lithuania","Petrol","Passenger cars","Number","2014","344317"
"Lithuania","Petrol","Passenger cars","Number","2015","325309"
"Lithuania","Petrol","Passenger cars","Number","2016","321592"
"Lithuania","Petrol","Passenger cars","Number","2017","327818"
"Lithuania","Petrol","Passenger cars","Number","2018","345422"
"Lithuania","Petrol","Passenger cars","Number","2019","367626"
"Lithuania","Petrol","Passenger cars","Number","2020","391438"
"Lithuania","Petrol","Passenger cars","Number","2021","405064"
"Lithuania","Petrol","Passenger cars","Number","2022","427530"
"Lithuania","Diesel","Passenger cars","Number","2013","752511"
"Lithuania","Diesel","Passenger cars","Number","2014","721154"
"Lithuania","Diesel","Passenger cars","Number","2015","783606"
"Lithuania","Diesel","Passenger cars","Number","2016","847326"
"Lithuania","Diesel","Passenger cars","Number","2017","907246"
"Lithuania","Diesel","Passenger cars","Number","2018","968045"
"Lithuania","Diesel","Passenger cars","Number","2019","1016229"
"Lithuania","Diesel","Passenger cars","Number","2020","1060090"
"Lithuania","Diesel","Passenger cars","Number","2021","1091013"
"Lithuania","Diesel","Passenger cars","Number","2022","1105846"
"Lithuania","Alternative (total)","Passenger cars","Number","2013","306509"
"Lithuania","Alternative (total)","Passenger cars","Number","2014","140197"
"Lithuania","Alternative (total)","Passenger cars","Number","2015","135148"
"Lithuania","Alternative (total)","Passenger cars","Number","2016","129819"
"Lithuania","Alternative (total)","Passenger cars","Number","2017","121923"
"Lithuania","Alternative (total)","Passenger cars","Number","2018","117053"
"Lithuania","Alternative (total)","Passenger cars","Number","2019","114833"
"Lithuania","Alternative (total)","Passenger cars","Number","2020","113937"
"Lithuania","Alternative (total)","Passenger cars","Number","2021","115066"
"Lithuania","Alternative (total)","Passenger cars","Number","2022","117007"
"Luxembourg","Petrol","Passenger cars","Number","1993","181000"
"Luxembourg","Petrol","Passenger cars","Number","1994","188000"
"Luxembourg","Petrol","Passenger cars","Number","1999","194000"
"Luxembourg","Petrol","Passenger cars","Number","2000","193350"
"Luxembourg","Petrol","Passenger cars","Number","2001","189000"
"Luxembourg","Petrol","Passenger cars","Number","2002","182000"
"Luxembourg","Petrol","Passenger cars","Number","2003","176000"
"Luxembourg","Petrol","Passenger cars","Number","2004","166000"
"Luxembourg","Petrol","Passenger cars","Number","2005","156000"
"Luxembourg","Petrol","Passenger cars","Number","2006","146000"
"Luxembourg","Petrol","Passenger cars","Number","2007","137000"
"Luxembourg","Petrol","Passenger cars","Number","2008","131000"
"Luxembourg","Petrol","Passenger cars","Number","2009","125100"
"Luxembourg","Petrol","Passenger cars","Number","2010","121200"
"Luxembourg","Petrol","Passenger cars","Number","2011","120400"
"Luxembourg","Petrol","Passenger cars","Number","2012","120700"
"Luxembourg","Petrol","Passenger cars","Number","2013","123676"
"Luxembourg","Petrol","Passenger cars","Number","2014","126923"
"Luxembourg","Petrol","Passenger cars","Number","2015","130812"
"Luxembourg","Petrol","Passenger cars","Number","2016","138037"
"Luxembourg","Petrol","Passenger cars","Number","2017","151680"
"Luxembourg","Petrol","Passenger cars","Number","2018","167502"
"Luxembourg","Petrol","Passenger cars","Number","2019","184037"
"Luxembourg","Petrol","Passenger cars","Number","2020","197323"
"Luxembourg","Petrol","Passenger cars","Number","2021","210399"
"Luxembourg","Petrol","Passenger cars","Number","2022","221094"
"Luxembourg","Diesel","Passenger cars","Number","1993","36000"
"Luxembourg","Diesel","Passenger cars","Number","1994","40000"
"Luxembourg","Diesel","Passenger cars","Number","1999","69000"
"Luxembourg","Diesel","Passenger cars","Number","2000","79430"
"Luxembourg","Diesel","Passenger cars","Number","2001","92000"
"Luxembourg","Diesel","Passenger cars","Number","2002","104000"
"Luxembourg","Diesel","Passenger cars","Number","2003","117000"
"Luxembourg","Diesel","Passenger cars","Number","2004","133000"
"Luxembourg","Diesel","Passenger cars","Number","2005","151000"
"Luxembourg","Diesel","Passenger cars","Number","2006","169000"
"Luxembourg","Diesel","Passenger cars","Number","2007","184000"
"Luxembourg","Diesel","Passenger cars","Number","2008","196000"
"Luxembourg","Diesel","Passenger cars","Number","2009","205400"
"Luxembourg","Diesel","Passenger cars","Number","2010","214900"
"Luxembourg","Diesel","Passenger cars","Number","2011","223600"
"Luxembourg","Diesel","Passenger cars","Number","2012","233000"
"Luxembourg","Diesel","Passenger cars","Number","2013","238608"
"Luxembourg","Diesel","Passenger cars","Number","2014","244530"
"Luxembourg","Diesel","Passenger cars","Number","2015","248770"
"Luxembourg","Diesel","Passenger cars","Number","2016","251026"
"Luxembourg","Diesel","Passenger cars","Number","2017","250393"
"Luxembourg","Diesel","Passenger cars","Number","2018","245696"
"Luxembourg","Diesel","Passenger cars","Number","2019","239814"
"Luxembourg","Diesel","Passenger cars","Number","2020","231265"
"Luxembourg","Diesel","Passenger cars","Number","2021","220987"
"Luxembourg","Diesel","Passenger cars","Number","2022","209362"
"Luxembourg","Alternative (total)","Passenger cars","Number","1993","350"
"Luxembourg","Alternative (total)","Passenger cars","Number","1994","313"
"Luxembourg","Alternative (total)","Passenger cars","Number","1999","302"
"Luxembourg","Alternative (total)","Passenger cars","Number","2000","310"
"Luxembourg","Alternative (total)","Passenger cars","Number","2001","270"
"Luxembourg","Alternative (total)","Passenger cars","Number","2002","250"
"Luxembourg","Alternative (total)","Passenger cars","Number","2003","220"
"Luxembourg","Alternative (total)","Passenger cars","Number","2004","240"
"Luxembourg","Alternative (total)","Passenger cars","Number","2005","290"
"Luxembourg","Alternative (total)","Passenger cars","Number","2006","420"
"Luxembourg","Alternative (total)","Passenger cars","Number","2007","610"
"Luxembourg","Alternative (total)","Passenger cars","Number","2008","830"
"Luxembourg","Alternative (total)","Passenger cars","Number","2009","1002"
"Luxembourg","Alternative (total)","Passenger cars","Number","2010","1100"
"Luxembourg","Alternative (total)","Passenger cars","Number","2011","1600"
"Luxembourg","Alternative (total)","Passenger cars","Number","2012","2100"
"Luxembourg","Alternative (total)","Passenger cars","Number","2013","963"
"Luxembourg","Alternative (total)","Passenger cars","Number","2014","1374"
"Luxembourg","Alternative (total)","Passenger cars","Number","2015","1521"
"Luxembourg","Alternative (total)","Passenger cars","Number","2016","1872"
"Luxembourg","Alternative (total)","Passenger cars","Number","2017","1516"
"Luxembourg","Alternative (total)","Passenger cars","Number","2018","1852"
"Luxembourg","Alternative (total)","Passenger cars","Number","2019","2592"
"Luxembourg","Alternative (total)","Passenger cars","Number","2020","4490"
"Luxembourg","Alternative (total)","Passenger cars","Number","2021","8404"
"Luxembourg","Alternative (total)","Passenger cars","Number","2022","14362"
"Malta","Petrol","Passenger cars","Number","1999","152048"
"Malta","Petrol","Passenger cars","Number","2000","151253"
"Malta","Petrol","Passenger cars","Number","2002","150100"
"Malta","Petrol","Passenger cars","Number","2005","150200"
"Malta","Petrol","Passenger cars","Number","2006","154554"
"Malta","Petrol","Passenger cars","Number","2007","159508"
"Malta","Petrol","Passenger cars","Number","2008","164221"
"Malta","Petrol","Passenger cars","Number","2009","168835"
"Malta","Petrol","Passenger cars","Number","2010","173372"
"Malta","Petrol","Passenger cars","Number","2011","175751"
"Malta","Petrol","Passenger cars","Number","2012","175286"
"Malta","Petrol","Passenger cars","Number","2013","178459"
"Malta","Petrol","Passenger cars","Number","2014","183794"
"Malta","Petrol","Passenger cars","Number","2015","189345"
"Malta","Petrol","Passenger cars","Number","2016","193753"
"Malta","Petrol","Passenger cars","Number","2017","198409"
"Malta","Petrol","Passenger cars","Number","2018","203320"
"Malta","Petrol","Passenger cars","Number","2019","207402"
"Malta","Petrol","Passenger cars","Number","2020","208097"
"Malta","Petrol","Passenger cars","Number","2021","213046"
"Malta","Petrol","Passenger cars","Number","2022","217043"
"Malta","Diesel","Passenger cars","Number","1998","28451"
"Malta","Diesel","Passenger cars","Number","1999","30594"
"Malta","Diesel","Passenger cars","Number","2000","37868"
"Malta","Diesel","Passenger cars","Number","2002","51800"
"Malta","Diesel","Passenger cars","Number","2005","62265"
"Malta","Diesel","Passenger cars","Number","2006","63281"
"Malta","Diesel","Passenger cars","Number","2007","64217"
"Malta","Diesel","Passenger cars","Number","2008","65060"
"Malta","Diesel","Passenger cars","Number","2009","65291"
"Malta","Diesel","Passenger cars","Number","2010","67335"
"Malta","Diesel","Passenger cars","Number","2011","71129"
"Malta","Diesel","Passenger cars","Number","2012","73946"
"Malta","Diesel","Passenger cars","Number","2013","77380"
"Malta","Diesel","Passenger cars","Number","2014","81620"
"Malta","Diesel","Passenger cars","Number","2015","85178"
"Malta","Diesel","Passenger cars","Number","2016","88061"
"Malta","Diesel","Passenger cars","Number","2017","91991"
"Malta","Diesel","Passenger cars","Number","2018","94870"
"Malta","Diesel","Passenger cars","Number","2019","97210"
"Malta","Diesel","Passenger cars","Number","2020","97356"
"Malta","Diesel","Passenger cars","Number","2021","96579"
"Malta","Diesel","Passenger cars","Number","2022","95532"
"Malta","Alternative (total)","Passenger cars","Number","2000","2"
"Malta","Alternative (total)","Passenger cars","Number","2002","0"
"Malta","Alternative (total)","Passenger cars","Number","2005","58"
"Malta","Alternative (total)","Passenger cars","Number","2006","89"
"Malta","Alternative (total)","Passenger cars","Number","2007","284"
"Malta","Alternative (total)","Passenger cars","Number","2008","189"
"Malta","Alternative (total)","Passenger cars","Number","2009","215"
"Malta","Alternative (total)","Passenger cars","Number","2010","253"
"Malta","Alternative (total)","Passenger cars","Number","2011","294"
"Malta","Alternative (total)","Passenger cars","Number","2012","380"
"Malta","Alternative (total)","Passenger cars","Number","2013","257"
"Malta","Alternative (total)","Passenger cars","Number","2014","536"
"Malta","Alternative (total)","Passenger cars","Number","2015","866"
"Malta","Alternative (total)","Passenger cars","Number","2016","1107"
"Malta","Alternative (total)","Passenger cars","Number","2017","1398"
"Malta","Alternative (total)","Passenger cars","Number","2018","1951"
"Malta","Alternative (total)","Passenger cars","Number","2019","2518"
"Malta","Alternative (total)","Passenger cars","Number","2020","2905"
"Malta","Alternative (total)","Passenger cars","Number","2021","3552"
"Malta","Alternative (total)","Passenger cars","Number","2022","4659"
"Montenegro","Petrol","Passenger cars","Number","2016","53569"
"Montenegro","Petrol","Passenger cars","Number","2017","50757"
"Montenegro","Petrol","Passenger cars","Number","2018","49930"
"Montenegro","Petrol","Passenger cars","Number","2019","49631"
"Montenegro","Petrol","Passenger cars","Number","2021","43855"
"Montenegro","Petrol","Passenger cars","Number","2022","43846"
"Montenegro","Diesel","Passenger cars","Number","2016","123006"
"Montenegro","Diesel","Passenger cars","Number","2017","134600"
"Montenegro","Diesel","Passenger cars","Number","2018","148644"
"Montenegro","Diesel","Passenger cars","Number","2019","160568"
"Montenegro","Diesel","Passenger cars","Number","2021","170957"
"Montenegro","Diesel","Passenger cars","Number","2022","177985"
"Montenegro","Alternative (total)","Passenger cars","Number","2016","8159"
"Montenegro","Alternative (total)","Passenger cars","Number","2017","7885"
"Montenegro","Alternative (total)","Passenger cars","Number","2018","7879"
"Montenegro","Alternative (total)","Passenger cars","Number","2019","7760"
"Montenegro","Alternative (total)","Passenger cars","Number","2021","6593"
"Montenegro","Alternative (total)","Passenger cars","Number","2022","5885"
"Netherlands","Petrol","Passenger cars","Number","1993","4405000"
"Netherlands","Petrol","Passenger cars","Number","1994","4596000"
"Netherlands","Petrol","Passenger cars","Number","1995","4682000"
"Netherlands","Petrol","Passenger cars","Number","1996","4802000"
"Netherlands","Petrol","Passenger cars","Number","1997","4904000"
"Netherlands","Petrol","Passenger cars","Number","1998","5051000"
"Netherlands","Petrol","Passenger cars","Number","1999","5215000"
"Netherlands","Petrol","Passenger cars","Number","2000","5346000"
"Netherlands","Petrol","Passenger cars","Number","2001","5468000"
"Netherlands","Petrol","Passenger cars","Number","2002","5586000"
"Netherlands","Petrol","Passenger cars","Number","2003","5625000"
"Netherlands","Petrol","Passenger cars","Number","2004","5683000"
"Netherlands","Petrol","Passenger cars","Number","2005","5741000"
"Netherlands","Petrol","Passenger cars","Number","2006","5811000"
"Netherlands","Petrol","Passenger cars","Number","2007","5905000"
"Netherlands","Petrol","Passenger cars","Number","2008","6012000"
"Netherlands","Petrol","Passenger cars","Number","2009","6070000"
"Netherlands","Petrol","Passenger cars","Number","2010","6170000"
"Netherlands","Petrol","Passenger cars","Number","2011","6254000"
"Netherlands","Petrol","Passenger cars","Number","2012","6278000"
"Netherlands","Petrol","Passenger cars","Number","2015","6577772"
"Netherlands","Petrol","Passenger cars","Number","2016","6714338"
"Netherlands","Petrol","Passenger cars","Number","2017","6874634"
"Netherlands","Petrol","Passenger cars","Number","2018","6985724"
"Netherlands","Petrol","Passenger cars","Number","2019","7230119"
"Netherlands","Petrol","Passenger cars","Number","2020","7393821"
"Netherlands","Petrol","Passenger cars","Number","2021","7483574"
"Netherlands","Petrol","Passenger cars","Number","2022","7600585"
"Netherlands","Diesel","Passenger cars","Number","1993","591000"
"Netherlands","Diesel","Passenger cars","Number","1994","608000"
"Netherlands","Diesel","Passenger cars","Number","1995","623000"
"Netherlands","Diesel","Passenger cars","Number","1996","636000"
"Netherlands","Diesel","Passenger cars","Number","1997","663000"
"Netherlands","Diesel","Passenger cars","Number","1998","718000"
"Netherlands","Diesel","Passenger cars","Number","1999","798000"
"Netherlands","Diesel","Passenger cars","Number","2000","871000"
"Netherlands","Diesel","Passenger cars","Number","2001","930000"
"Netherlands","Diesel","Passenger cars","Number","2002","979000"
"Netherlands","Diesel","Passenger cars","Number","2003","1022000"
"Netherlands","Diesel","Passenger cars","Number","2004","1069000"
"Netherlands","Diesel","Passenger cars","Number","2005","1117000"
"Netherlands","Diesel","Passenger cars","Number","2006","1184000"
"Netherlands","Diesel","Passenger cars","Number","2007","1251000"
"Netherlands","Diesel","Passenger cars","Number","2008","1277000"
"Netherlands","Diesel","Passenger cars","Number","2009","1290000"
"Netherlands","Diesel","Passenger cars","Number","2010","1297000"
"Netherlands","Diesel","Passenger cars","Number","2011","1327000"
"Netherlands","Diesel","Passenger cars","Number","2012","1340000"
"Netherlands","Diesel","Passenger cars","Number","2015","1348059"
"Netherlands","Diesel","Passenger cars","Number","2016","1340630"
"Netherlands","Diesel","Passenger cars","Number","2017","1331765"
"Netherlands","Diesel","Passenger cars","Number","2018","1281777"
"Netherlands","Diesel","Passenger cars","Number","2019","1212934"
"Netherlands","Diesel","Passenger cars","Number","2020","1102805"
"Netherlands","Diesel","Passenger cars","Number","2021","990261"
"Netherlands","Diesel","Passenger cars","Number","2022","879495"
"Netherlands","Alternative (total)","Passenger cars","Number","1993","460000"
"Netherlands","Alternative (total)","Passenger cars","Number","1994","377000"
"Netherlands","Alternative (total)","Passenger cars","Number","1995","359000"
"Netherlands","Alternative (total)","Passenger cars","Number","1996","372000"
"Netherlands","Alternative (total)","Passenger cars","Number","1997","364387"
"Netherlands","Alternative (total)","Passenger cars","Number","1998","350581"
"Netherlands","Alternative (total)","Passenger cars","Number","1999","330000"
"Netherlands","Alternative (total)","Passenger cars","Number","2000","323000"
"Netherlands","Alternative (total)","Passenger cars","Number","2001","313000"
"Netherlands","Alternative (total)","Passenger cars","Number","2002","290000"
"Netherlands","Alternative (total)","Passenger cars","Number","2003","262000"
"Netherlands","Alternative (total)","Passenger cars","Number","2004","240000"
"Netherlands","Alternative (total)","Passenger cars","Number","2005","234000"
"Netherlands","Alternative (total)","Passenger cars","Number","2006","235000"
"Netherlands","Alternative (total)","Passenger cars","Number","2007","235000"
"Netherlands","Alternative (total)","Passenger cars","Number","2008","253000"
"Netherlands","Alternative (total)","Passenger cars","Number","2009","262000"
"Netherlands","Alternative (total)","Passenger cars","Number","2010","268000"
"Netherlands","Alternative (total)","Passenger cars","Number","2011","278000"
"Netherlands","Alternative (total)","Passenger cars","Number","2012","299000"
"Netherlands","Alternative (total)","Passenger cars","Number","2015","175033"
"Netherlands","Alternative (total)","Passenger cars","Number","2016","168006"
"Netherlands","Alternative (total)","Passenger cars","Number","2017","166845"
"Netherlands","Alternative (total)","Passenger cars","Number","2018","175481"
"Netherlands","Alternative (total)","Passenger cars","Number","2019","234857"
"Netherlands","Alternative (total)","Passenger cars","Number","2020","296966"
"Netherlands","Alternative (total)","Passenger cars","Number","2021","353874"
"Netherlands","Alternative (total)","Passenger cars","Number","2022","437027"
"Norway","Petrol","Passenger cars","Number","1993","1565000"
"Norway","Petrol","Passenger cars","Number","1994","1577000"
"Norway","Petrol","Passenger cars","Number","1995","1601000"
"Norway","Petrol","Passenger cars","Number","1996","1568000"
"Norway","Petrol","Passenger cars","Number","1997","1653000"
"Norway","Petrol","Passenger cars","Number","1998","1673000"
"Norway","Petrol","Passenger cars","Number","1999","1691000"
"Norway","Petrol","Passenger cars","Number","2000","1716000"
"Norway","Petrol","Passenger cars","Number","2004","1721000"
"Norway","Petrol","Passenger cars","Number","2005","1711000"
"Norway","Petrol","Passenger cars","Number","2006","1693000"
"Norway","Petrol","Passenger cars","Number","2007","1646000"
"Norway","Petrol","Passenger cars","Number","2008","1597000"
"Norway","Petrol","Passenger cars","Number","2009","1551000"
"Norway","Petrol","Passenger cars","Number","2010","1501000"
"Norway","Petrol","Passenger cars","Number","2011","1448000"
"Norway","Petrol","Passenger cars","Number","2012","1408000"
"Norway","Petrol","Passenger cars","Number","2013","1369000"
"Norway","Petrol","Passenger cars","Number","2014","1329000"
"Norway","Petrol","Passenger cars","Number","2015","1296000"
"Norway","Petrol","Passenger cars","Number","2016","1283051"
"Norway","Petrol","Passenger cars","Number","2017","1277806"
"Norway","Petrol","Passenger cars","Number","2018","1256131"
"Norway","Petrol","Passenger cars","Number","2019","1247911"
"Norway","Petrol","Passenger cars","Number","2020","1263947"
"Norway","Petrol","Passenger cars","Number","2021","1232903"
"Norway","Petrol","Passenger cars","Number","2022","1174595"
"Norway","Diesel","Passenger cars","Number","1993","68000"
"Norway","Diesel","Passenger cars","Number","1994","77000"
"Norway","Diesel","Passenger cars","Number","1995","83000"
"Norway","Diesel","Passenger cars","Number","1996","93000"
"Norway","Diesel","Passenger cars","Number","1997","104839"
"Norway","Diesel","Passenger cars","Number","1998","113000"
"Norway","Diesel","Passenger cars","Number","1999","123000"
"Norway","Diesel","Passenger cars","Number","2004","255000"
"Norway","Diesel","Passenger cars","Number","2005","316000"
"Norway","Diesel","Passenger cars","Number","2006","389000"
"Norway","Diesel","Passenger cars","Number","2007","507000"
"Norway","Diesel","Passenger cars","Number","2008","598000"
"Norway","Diesel","Passenger cars","Number","2009","691000"
"Norway","Diesel","Passenger cars","Number","2010","805000"
"Norway","Diesel","Passenger cars","Number","2011","924000"
"Norway","Diesel","Passenger cars","Number","2012","1026000"
"Norway","Diesel","Passenger cars","Number","2013","1111000"
"Norway","Diesel","Passenger cars","Number","2014","1187000"
"Norway","Diesel","Passenger cars","Number","2015","1244000"
"Norway","Diesel","Passenger cars","Number","2016","1281166"
"Norway","Diesel","Passenger cars","Number","2017","1301337"
"Norway","Diesel","Passenger cars","Number","2018","1299096"
"Norway","Diesel","Passenger cars","Number","2019","1291219"
"Norway","Diesel","Passenger cars","Number","2020","1326749"
"Norway","Diesel","Passenger cars","Number","2021","1285566"
"Norway","Diesel","Passenger cars","Number","2022","1211679"
"Norway","Alternative (total)","Passenger cars","Number","1995","0"
"Norway","Alternative (total)","Passenger cars","Number","1996","0"
"Norway","Alternative (total)","Passenger cars","Number","1997","0"
"Norway","Alternative (total)","Passenger cars","Number","1998","0"
"Norway","Alternative (total)","Passenger cars","Number","1999","0"
"Norway","Alternative (total)","Passenger cars","Number","2004","1000"
"Norway","Alternative (total)","Passenger cars","Number","2005","1000"
"Norway","Alternative (total)","Passenger cars","Number","2006","1000"
"Norway","Alternative (total)","Passenger cars","Number","2007","1000"
"Norway","Alternative (total)","Passenger cars","Number","2008","2000"
"Norway","Alternative (total)","Passenger cars","Number","2009","2000"
"Norway","Alternative (total)","Passenger cars","Number","2010","2000"
"Norway","Alternative (total)","Passenger cars","Number","2011","4000"
"Norway","Alternative (total)","Passenger cars","Number","2012","8000"
"Norway","Alternative (total)","Passenger cars","Number","2013","20000"
"Norway","Alternative (total)","Passenger cars","Number","2014","40000"
"Norway","Alternative (total)","Passenger cars","Number","2015","70000"
"Norway","Alternative (total)","Passenger cars","Number","2016","98693"
"Norway","Alternative (total)","Passenger cars","Number","2017","140253"
"Norway","Alternative (total)","Passenger cars","Number","2018","196722"
"Norway","Alternative (total)","Passenger cars","Number","2019","262078"
"Norway","Alternative (total)","Passenger cars","Number","2020","344187"
"Norway","Alternative (total)","Passenger cars","Number","2021","466057"
"Norway","Alternative (total)","Passenger cars","Number","2022","608039"
"Poland","Petrol","Passenger cars","Number","1995","6771000"
"Poland","Petrol","Passenger cars","Number","1996","7250668"
"Poland","Petrol","Passenger cars","Number","1997","7732400"
"Poland","Petrol","Passenger cars","Number","1998","8048000"
"Poland","Petrol","Passenger cars","Number","1999","8380000"
"Poland","Petrol","Passenger cars","Number","2000","9043000"
"Poland","Petrol","Passenger cars","Number","2001","9213300"
"Poland","Petrol","Passenger cars","Number","2003","9506400"
"Poland","Petrol","Passenger cars","Number","2004","9390000"
"Poland","Petrol","Passenger cars","Number","2005","9154000"
"Poland","Petrol","Passenger cars","Number","2006","9565000"
"Poland","Petrol","Passenger cars","Number","2007","9975000"
"Poland","Petrol","Passenger cars","Number","2008","10535000"
"Poland","Petrol","Passenger cars","Number","2009","10396000"
"Poland","Petrol","Passenger cars","Number","2010","10517000"
"Poland","Petrol","Passenger cars","Number","2011","10735000"
"Poland","Petrol","Passenger cars","Number","2012","10811000"
"Poland","Petrol","Passenger cars","Number","2013","10937607"
"Poland","Petrol","Passenger cars","Number","2014","11085536"
"Poland","Petrol","Passenger cars","Number","2015","11315095"
"Poland","Petrol","Passenger cars","Number","2016","11694188"
