Год	Ед. Изм.	Страна	Объем
2005	млн штук	Судан (до 2012)	7.3e-05
2005	млн штук	Новая Каледония	0.000121
2005	млн штук	Нигер	1.55e-05
2005	млн штук	Панама	0.000459266666666667
2005	млн штук	Тимор-Лешти	0.000233
2005	млн штук	Катар	0.024082
2005	млн штук	Руанда	6.8e-05
2005	млн штук	Сент-Китс и Невис	5e-06
2005	млн штук	Сент-Люсия	3.1e-05
2005	млн штук	Сент-Винсент и Гренадины	6e-06
2005	млн штук	Сан-Томе и Принсипи	1.5e-06
2005	млн штук	Саудовская Аравия	0.028227
2005	млн штук	Сенегал	0.000447
2005	млн штук	Сейшельские Острова	1.1e-05
2005	млн штук	Сьерра-Леоне	6.86666666666667e-05
2005	млн штук	Багамские Острова	0.0004295
2005	млн штук	Афганистан	
2005	млн штук	Албания	2e-06
2005	млн штук	Ангола	3e-06
2005	млн штук	Соломоновы Острова	5.75e-06
2005	млн штук	Мьянма	5e-06
2005	млн штук	Бурунди	0.000247735294117647
2005	млн штук	Колумбия	0.005328
2005	млн штук	Коморские Острова	
2005	млн штук	Демократическая Республика Конго	6.625e-06
2005	млн штук	Куба	4.3e-05
2005	млн штук	Доминика	1e-05
2005	млн штук	Доминиканская Республика	5.125e-06
2005	млн штук	Эфиопия	1.1e-05
2005	млн штук	Джибути	0.000712
2005	млн штук	Кабо-Верде	1.3e-05
2005	млн штук	Гондурас	4e-06
2005	млн штук	Китай, Специальный административный район Гонконг	0.033916
2005	млн штук	Ямайка	2.8e-05
2005	млн штук	Гвинея	6.35e-05
2005	млн штук	Гамбия	3e-06
2005	млн штук	Государство Палестина	2.78125e-05
2006	млн штук	Соединенное Королевство Великобритании и Северной Ирландии	0.184160166666667
2006	млн штук	Грузия	0.0452878
2006	млн штук	Соединенные Штаты Америки	0.144005
2006	млн штук	Канада	0.023257
2006	млн штук	Испания	0.000199
2006	млн штук	Италия	0.000348
2006	млн штук	Бахрейн	0.002571
2006	млн штук	Новая Зеландия	0.002214
2006	млн штук	Намибия	0.00363620833333333
2006	млн штук	Иордания	0.002304
2006	млн штук	Пакистан	0.000209
2006	млн штук	Люксембург	0.0005198125
2006	млн штук	Гана	0.000394
2006	млн штук	Армения	3.1e-05
2006	млн штук	Республика Молдова	7.4e-05
2006	млн штук	Эстония	0.000561
2006	млн штук	Кипр	0.004326
2006	млн штук	Кения	0.000216
2006	млн штук	Фиджи	0.005108
2006	млн штук	Того	0.00019796875
2006	млн штук	Буркина-Фасо	6.1e-05
2006	млн штук	Гренада	4.9e-05
2006	млн штук	Замбия	1.9e-05
2006	млн штук	Южная Африка	0.000298571428571429
2006	млн штук	Антигуа и Барбуда	8.9e-05
2006	млн штук	Шри-Ланка	0.00047075
2006	млн штук	Маврикий	0.000632
2006	млн штук	Мадагаскар	3e-05
2006	млн штук	Гайана	6.5e-05
2006	млн штук	Боливия (Многонациональное Государство)	7e-05
2006	млн штук	Бенин	1.74e-05
2006	млн штук	Белиз	5.1e-05
2006	млн штук	Ботсвана	1.22307692307692e-05
2006	млн штук	Барбадос	4.1e-05
2006	млн штук	Зимбабве	2e-05
2006	млн штук	Монтсеррат	2e-06
2006	млн штук	Китай, Специальный административный район Макао	0.0006253
2006	млн штук	Малави	4e-06
2006	млн штук	Объединенная Республика Танзания	6.4e-05
2006	млн штук	Суринам	4.5e-06
2006	млн штук	Эсватини	0.015756
2006	млн штук	Таиланд	0.000300666666666667
2006	млн штук	Тонга	0.000288214285714286
2006	млн штук	Тринидад и Тобаго	4.81333333333333e-05
2006	млн штук	Объединенные Арабские Эмираты	0.216961
2006	млн штук	Уганда	0.001969
2006	млн штук	Узбекистан	7.5e-06
2006	млн штук	Венесуэла (Боливарианская Республика)	9.88e-05
2006	млн штук	Йемен	0.001639
2006	млн штук	Мальдивские Острова	3e-06
2006	млн штук	Мали	0.000101357142857143
2006	млн штук	Кувейт	0.021045
2006	млн штук	Кыргызстан	4e-06
2006	млн штук	Ливан	0.00359966666666667
2006	млн штук	Лесото	7.8e-05
2006	млн штук	Китайский Тайбэй	0.00033975
2006	млн штук	Монголия	8.33333333333333e-06
2006	млн штук	Мозамбик	5e-06
2006	млн штук	Оман	0.0126972857142857
2006	млн штук	Черногория	2e-06
2006	млн штук	Судан	4.8e-05
2006	млн штук	Судан (до 2012)	6.54e-05
2006	млн штук	Новая Каледония	0.000121
2006	млн штук	Нигер	1.55e-05
2006	млн штук	Панама	0.000817
2006	млн штук	Тимор-Лешти	0.0003775
2006	млн штук	Катар	0.016245
2006	млн штук	Руанда	0.000151
2006	млн штук	Сент-Китс и Невис	1.3e-05
2006	млн штук	Сент-Люсия	3.9e-05
2006	млн штук	Сент-Винсент и Гренадины	1.6e-05
2006	млн штук	Сан-Томе и Принсипи	1.5e-06
2006	млн штук	Саудовская Аравия	0.042861
2006	млн штук	Сенегал	0.000447
2006	млн штук	Сейшельские Острова	1e-05
2006	млн штук	Сьерра-Леоне	6.86666666666667e-05
2006	млн штук	Багамские Острова	0.000315
2006	млн штук	Афганистан	
2006	млн штук	Албания	2e-06
2006	млн штук	Ангола	3e-06
2006	млн штук	Соломоновы Острова	5.75e-06
2006	млн штук	Мьянма	5e-06
2006	млн штук	Бурунди	0.00065
2006	млн штук	Колумбия	0.005328
2006	млн штук	Коморские Острова	
2006	млн штук	Демократическая Республика Конго	6.625e-06
2006	млн штук	Куба	3e-06
2006	млн штук	Доминика	2e-06
2006	млн штук	Доминиканская Республика	5.125e-06
2006	млн штук	Эфиопия	2.55e-05
2006	млн штук	Джибути	0.000712
2006	млн штук	Кабо-Верде	6e-06
2006	млн штук	Гондурас	4.5e-06
2006	млн штук	Китай, Специальный административный район Гонконг	0.026717
2006	млн штук	Ямайка	2.6e-05
2006	млн штук	Гвинея	6.35e-05
2006	млн штук	Гамбия	5e-06
2006	млн штук	Государство Палестина	2.78125e-05
2007	млн штук	Соединенное Королевство Великобритании и Северной Ирландии	0.184160166666667
2007	млн штук	Грузия	0.0452878
2007	млн штук	Соединенные Штаты Америки	0.215706
2007	млн штук	Канада	0.02693
2007	млн штук	Испания	0.000351
2007	млн штук	Италия	0.00086
2007	млн штук	Бахрейн	0.003591
2007	млн штук	Новая Зеландия	0.002514
2007	млн штук	Намибия	0.00363620833333333
2007	млн штук	Иордания	0.004108
2007	млн штук	Пакистан	0.000279
2007	млн штук	Люксембург	0.0005198125
2007	млн штук	Гана	0.000394
2007	млн штук	Армения	1.6e-05
2007	млн штук	Республика Молдова	0.001028
2007	млн штук	Эстония	0.000556
2007	млн штук	Кипр	0.00503
2007	млн штук	Кения	0.000264
2007	млн штук	Фиджи	2.5e-05
2007	млн штук	Того	0.00019796875
2007	млн штук	Буркина-Фасо	6.1e-05
2007	млн штук	Гренада	4.025e-05
2007	млн штук	Замбия	3e-05
2007	млн штук	Южная Африка	0.000298571428571429
2007	млн штук	Антигуа и Барбуда	0.000105
2007	млн штук	Шри-Ланка	0.00047075
2007	млн штук	Маврикий	0.000493
2007	млн штук	Мадагаскар	2.5e-05
2007	млн штук	Гайана	1.1e-05
2007	млн штук	Боливия (Многонациональное Государство)	5.7e-05
2007	млн штук	Бенин	2.48e-05
2007	млн штук	Белиз	2.4e-05
2007	млн штук	Ботсвана	1.22307692307692e-05
2007	млн штук	Барбадос	2.2e-05
2007	млн штук	Зимбабве	3.7e-05
2007	млн штук	Монтсеррат	5e-06
2007	млн штук	Китай, Специальный административный район Макао	0.0006846
2007	млн штук	Малави	4e-06
2007	млн штук	Объединенная Республика Танзания	0.000136
2007	млн штук	Суринам	4e-06
2007	млн штук	Эсватини	0.012778
2007	млн штук	Таиланд	0.000300666666666667
2007	млн штук	Тонга	0.000288214285714286
2007	млн штук	Тринидад и Тобаго	2.3e-05
2007	млн штук	Объединенные Арабские Эмираты	0.359927
2007	млн штук	Уганда	0.002226
2007	млн штук	Узбекистан	7.5e-06
2007	млн штук	Венесуэла (Боливарианская Республика)	9.88e-05
2007	млн штук	Йемен	0.001952
2007	млн штук	Мальдивские Острова	3e-06
2007	млн штук	Мали	0.000101357142857143
2007	млн штук	Кувейт	0.022887
2007	млн штук	Кыргызстан	0.000107
2007	млн штук	Ливан	0.00359966666666667
2007	млн штук	Лесото	9.2e-05
2007	млн штук	Китайский Тайбэй	4.4e-05
2007	млн штук	Монголия	8.33333333333333e-06
2007	млн штук	Мозамбик	5e-06
2007	млн штук	Оман	0.0126972857142857
2007	млн штук	Черногория	1.5e-06
2007	млн штук	Судан	4.8e-05
2007	млн штук	Судан (до 2012)	5.78e-05
2007	млн штук	Новая Каледония	0.000121
2007	млн штук	Нигер	1.55e-05
2007	млн штук	Панама	0.000944
2007	млн штук	Тимор-Лешти	0.0003775
2007	млн штук	Катар	0.022714
2007	млн штук	Руанда	2e-04
2007	млн штук	Сент-Китс и Невис	1.6e-05
2007	млн штук	Сент-Люсия	5.1e-05
2007	млн штук	Сент-Винсент и Гренадины	2.3e-05
2007	млн штук	Сан-Томе и Принсипи	2e-06
2007	млн штук	Саудовская Аравия	0.056058
2007	млн штук	Сенегал	0.000447
2007	млн штук	Сейшельские Острова	9e-06
2007	млн штук	Сьерра-Леоне	6.86666666666667e-05
2007	млн штук	Багамские Острова	0.000217
2007	млн штук	Афганистан	
2007	млн штук	Албания	2e-06
2007	млн штук	Ангола	3e-06
2007	млн штук	Соломоновы Острова	5.75e-06
2007	млн штук	Мьянма	5e-06
2007	млн штук	Бурунди	0.0005608
2007	млн штук	Колумбия	0.005328
2007	млн штук	Коморские Острова	
2007	млн штук	Демократическая Республика Конго	6.625e-06
2007	млн штук	Куба	2.3e-05
2007	млн штук	Доминика	7e-06
2007	млн штук	Доминиканская Республика	5.125e-06
2007	млн штук	Эфиопия	4e-05
2007	млн штук	Джибути	0.000712
2007	млн штук	Кабо-Верде	1.3e-05
2007	млн штук	Гондурас	4.5e-06
2007	млн штук	Китай, Специальный административный район Гонконг	0.029246
2007	млн штук	Ямайка	1.9e-05
2007	млн штук	Гвинея	6.35e-05
2007	млн штук	Гамбия	6e-06
2007	млн штук	Государство Палестина	7.4e-05
2008	млн штук	Соединенное Королевство Великобритании и Северной Ирландии	0.184160166666667
2008	млн штук	Грузия	0.0452878
2008	млн штук	Соединенные Штаты Америки	0.263539
2008	млн штук	Канада	0.0265715
2008	млн штук	Испания	0.000136
2008	млн штук	Италия	0.001339
2008	млн штук	Бахрейн	0.007428
2008	млн штук	Новая Зеландия	0.003704
2008	млн штук	Намибия	0.00363620833333333
2008	млн штук	Иордания	4e-06
2008	млн штук	Пакистан	0.002288
2008	млн штук	Люксембург	0.000149
2008	млн штук	Гана	0.000394
2008	млн штук	Армения	9e-06
2008	млн штук	Республика Молдова	0.000153
2008	млн штук	Эстония	0.001669
2008	млн штук	Кипр	0.002403
2008	млн штук	Кения	0.000312
2008	млн штук	Фиджи	7.3e-05
2008	млн штук	Того	0.000261
2008	млн штук	Буркина-Фасо	6.1e-05
2008	млн штук	Гренада	3.15e-05
2008	млн штук	Замбия	0.000112
2008	млн штук	Южная Африка	0.000298571428571429
2008	млн штук	Антигуа и Барбуда	7.15e-05
2008	млн штук	Шри-Ланка	0.00047075
2008	млн штук	Маврикий	0.000354
2008	млн штук	Мадагаскар	1.9e-05
2008	млн штук	Гайана	1.7e-05
2008	млн штук	Боливия (Многонациональное Государство)	4.7e-05
2008	млн штук	Бенин	3.22e-05
2008	млн штук	Белиз	1.6e-05
2008	млн штук	Ботсвана	1.22307692307692e-05
2008	млн штук	Барбадос	3.1e-05
2008	млн штук	Зимбабве	5.4e-05
2008	млн штук	Монтсеррат	2e-06
2008	млн штук	Китай, Специальный административный район Макао	0.0007439
2008	млн штук	Малави	4e-06
2008	млн штук	Объединенная Республика Танзания	0.000121333333333333
2008	млн штук	Суринам	3.5e-06
2008	млн штук	Эсватини	0.31954975
2008	млн штук	Таиланд	0.000300666666666667
2008	млн штук	Тонга	3e-06
2008	млн штук	Тринидад и Тобаго	4e-06
2008	млн штук	Объединенные Арабские Эмираты	0.488306
2008	млн штук	Уганда	0.004383
2008	млн штук	Узбекистан	7.5e-06
2008	млн штук	Венесуэла (Боливарианская Республика)	0.000226
2008	млн штук	Йемен	0.101092
2008	млн штук	Мальдивские Острова	3e-06
2008	млн штук	Мали	0.000101357142857143
2008	млн штук	Кувейт	0.139886
2008	млн штук	Кыргызстан	0.000142
2008	млн штук	Ливан	0.00359966666666667
2008	млн штук	Лесото	0.000127
2008	млн штук	Китайский Тайбэй	0.000333
2008	млн штук	Монголия	8.33333333333333e-06
2008	млн штук	Мозамбик	5e-06
2008	млн штук	Оман	0.0126972857142857
2008	млн штук	Черногория	1e-06
2008	млн штук	Судан	4.8e-05
2008	млн штук	Судан (до 2012)	5.02e-05
2008	млн штук	Новая Каледония	0.000121
2008	млн штук	Нигер	1.55e-05
2008	млн штук	Панама	0.001798
2008	млн штук	Тимор-Лешти	0.0003775
2008	млн штук	Катар	0.0210136666666667
2008	млн штук	Руанда	0.000143
2008	млн штук	Сент-Китс и Невис	1.1e-05
2008	млн штук	Сент-Люсия	6.3e-05
2008	млн штук	Сент-Винсент и Гренадины	7.8e-05
2008	млн штук	Сан-Томе и Принсипи	1.93333333333333e-06
2008	млн штук	Саудовская Аравия	0.126141
2008	млн штук	Сенегал	0.000447
2008	млн штук	Сейшельские Острова	8e-06
2008	млн штук	Сьерра-Леоне	6.86666666666667e-05
2008	млн штук	Багамские Острова	0.01701
2008	млн штук	Афганистан	
2008	млн штук	Албания	2e-06
2008	млн штук	Ангола	3e-06
2008	млн штук	Соломоновы Острова	5.75e-06
2008	млн штук	Мьянма	5e-06
2008	млн штук	Бурунди	0.0004716
2008	млн штук	Колумбия	0.005328
2008	млн штук	Коморские Острова	
2008	млн штук	Демократическая Республика Конго	6.625e-06
2008	млн штук	Куба	2.3e-05
2008	млн штук	Доминика	5e-06
2008	млн штук	Доминиканская Республика	5.125e-06
2008	млн штук	Эфиопия	3.125e-05
2008	млн штук	Джибути	0.000712
2008	млн штук	Кабо-Верде	8e-06
2008	млн штук	Гондурас	4.5e-06
2008	млн штук	Китай, Специальный административный район Гонконг	0.036661
2008	млн штук	Ямайка	2e-05
2008	млн штук	Гвинея	6.35e-05
2008	млн штук	Гамбия	1.16666666666667e-05
2008	млн штук	Государство Палестина	4.45e-05
2009	млн штук	Соединенное Королевство Великобритании и Северной Ирландии	0.184160166666667
2009	млн штук	Грузия	0.002379
2009	млн штук	Соединенные Штаты Америки	0.132315
2009	млн штук	Канада	0.026213
2009	млн штук	Испания	0.000136
2009	млн штук	Италия	0.000718
2009	млн штук	Бахрейн	0.011736
2009	млн штук	Новая Зеландия	0.004132
2009	млн штук	Намибия	0.00363620833333333
2009	млн штук	Иордания	0.003798
2009	млн штук	Пакистан	0.00169
2009	млн штук	Люксембург	0.001654
2009	млн штук	Гана	0.000394
2009	млн штук	Армения	5e-06
2009	млн штук	Республика Молдова	2.4e-05
2009	млн штук	Эстония	0.020796
2009	млн штук	Кипр	0.001079
2009	млн штук	Кения	0.0002792
2009	млн штук	Фиджи	5.1e-05
2009	млн штук	Того	0.000455
2009	млн штук	Буркина-Фасо	6.1e-05
2009	млн штук	Гренада	2.275e-05
2009	млн штук	Замбия	6e-05
2009	млн штук	Южная Африка	0.000298571428571429
2009	млн штук	Антигуа и Барбуда	3.8e-05
2009	млн штук	Шри-Ланка	0.00047075
2009	млн штук	Маврикий	0.000215
2009	млн штук	Мадагаскар	2.4e-05
2009	млн штук	Гайана	2.4e-05
2009	млн штук	Боливия (Многонациональное Государство)	6.5e-05
2009	млн штук	Бенин	3.96e-05
2009	млн штук	Белиз	8e-06
2009	млн штук	Ботсвана	1.22307692307692e-05
2009	млн штук	Барбадос	0.000134
2009	млн штук	Зимбабве	7.1e-05
2009	млн штук	Монтсеррат	6e-06
2009	млн штук	Китай, Специальный административный район Макао	0.0008032
2009	млн штук	Малави	4e-06
2009	млн штук	Объединенная Республика Танзания	0.000106666666666667
2009	млн штук	Суринам	3e-06
2009	млн штук	Эсватини	0.31954975
2009	млн штук	Таиланд	0.000300666666666667
2009	млн штук	Тонга	2.75e-06
2009	млн штук	Тринидад и Тобаго	1.9e-05
2009	млн штук	Объединенные Арабские Эмираты	0.441529
2009	млн штук	Уганда	0.004865
2009	млн штук	Узбекистан	7.5e-06
2009	млн штук	Венесуэла (Боливарианская Республика)	0.000132
2009	млн штук	Йемен	0.001878
2009	млн штук	Мальдивские Острова	3e-06
2009	млн штук	Мали	0.000101357142857143
2009	млн штук	Кувейт	0.132217166666667
2009	млн штук	Кыргызстан	0.000177
2009	млн штук	Ливан	0.00359966666666667
2009	млн штук	Лесото	0.000232
2009	млн штук	Китайский Тайбэй	0.000442
2009	млн штук	Монголия	8.33333333333333e-06
2009	млн штук	Мозамбик	5e-06
2009	млн штук	Оман	0.0126972857142857
2009	млн штук	Черногория	1e-06
2009	млн штук	Судан	4.8e-05
2009	млн штук	Судан (до 2012)	4.26e-05
2009	млн штук	Новая Каледония	0.000121
2009	млн штук	Нигер	1.55e-05
2009	млн штук	Панама	0.000153
2009	млн штук	Тимор-Лешти	0.0003775
2009	млн штук	Катар	0.0210136666666667
2009	млн штук	Руанда	7.8e-05
2009	млн штук	Сент-Китс и Невис	2e-06
2009	млн штук	Сент-Люсия	5.2e-05
2009	млн штук	Сент-Винсент и Гренадины	1.7e-05
2009	млн штук	Сан-Томе и Принсипи	1.86666666666667e-06
2009	млн штук	Саудовская Аравия	0.053445
2009	млн штук	Сенегал	0.000447
2009	млн штук	Сейшельские Острова	7e-06
2009	млн штук	Сьерра-Леоне	6.86666666666667e-05
2009	млн штук	Багамские Острова	0.004191
2009	млн штук	Афганистан	
2009	млн штук	Албания	2e-06
2009	млн штук	Ангола	3e-06
2009	млн штук	Соломоновы Острова	5.75e-06
2009	млн штук	Мьянма	5e-06
2009	млн штук	Бурунди	0.0003824
2009	млн штук	Колумбия	0.001458
2009	млн штук	Коморские Острова	
2009	млн штук	Демократическая Республика Конго	6.625e-06
2009	млн штук	Куба	2.3e-05
2009	млн штук	Доминика	3e-06
2009	млн штук	Доминиканская Республика	5.125e-06
2009	млн штук	Эфиопия	2.25e-05
2009	млн штук	Джибути	0.000712
2009	млн штук	Кабо-Верде	3e-06
2009	млн штук	Гондурас	4.5e-06
2009	млн штук	Китай, Специальный административный район Гонконг	0.038577
2009	млн штук	Ямайка	3e-05
2009	млн штук	Гвинея	6.35e-05
2009	млн штук	Гамбия	1.73333333333333e-05
2009	млн штук	Государство Палестина	1.5e-05
2010	млн штук	Соединенное Королевство Великобритании и Северной Ирландии	0.184160166666667
2010	млн штук	Грузия	0.021027
2010	млн штук	Соединенные Штаты Америки	0.174675
2010	млн штук	Канада	0.025324
2010	млн штук	Испания	0.00309
2010	млн штук	Италия	0.000536
2010	млн штук	Бахрейн	0.00529
2010	млн штук	Новая Зеландия	0.003209
2010	млн штук	Намибия	0.00363620833333333
2010	млн штук	Иордания	0.003394
2010	млн штук	Пакистан	0.000104
2010	млн штук	Люксембург	0.000167
2010	млн штук	Гана	0.000394
2010	млн штук	Армения	7e-06
2010	млн штук	Республика Молдова	4.2e-05
2010	млн штук	Эстония	0.0186724444444444
2010	млн штук	Кипр	0.000645
2010	млн штук	Кения	0.0002464
2010	млн штук	Фиджи	9e-06
2010	млн штук	Того	0.000425
2010	млн штук	Буркина-Фасо	6.1e-05
2010	млн штук	Гренада	1.4e-05
2010	млн штук	Замбия	8.2e-05
2010	млн штук	Южная Африка	4e-05
2010	млн штук	Антигуа и Барбуда	9.8e-05
2010	млн штук	Шри-Ланка	0.00047075
2010	млн штук	Маврикий	7.6e-05
2010	млн штук	Мадагаскар	2.6e-05
2010	млн штук	Гайана	1.5e-05
2010	млн штук	Боливия (Многонациональное Государство)	5e-05
2010	млн штук	Бенин	4.7e-05
2010	млн штук	Белиз	8e-06
2010	млн штук	Ботсвана	1.22307692307692e-05
2010	млн штук	Барбадос	3.7e-05
2010	млн штук	Зимбабве	7.3e-05
2010	млн штук	Монтсеррат	4.33333333333333e-06
2010	млн штук	Китай, Специальный административный район Макао	0.0008625
2010	млн штук	Малави	2e-06
2010	млн штук	Объединенная Республика Танзания	9.2e-05
2010	млн штук	Суринам	3.5e-06
2010	млн штук	Эсватини	0.31954975
2010	млн штук	Таиланд	0.000300666666666667
2010	млн штук	Тонга	2.5e-06
2010	млн штук	Тринидад и Тобаго	1.5e-05
2010	млн штук	Объединенные Арабские Эмираты	0.394752
2010	млн штук	Уганда	0.005135
2010	млн штук	Узбекистан	7.5e-06
2010	млн штук	Венесуэла (Боливарианская Республика)	8.86666666666667e-05
2010	млн штук	Йемен	0.002063
2010	млн штук	Мальдивские Острова	3e-06
2010	млн штук	Мали	5.1e-05
