Date	measure	Country	Volume
2009	mln units	Poland	16.495
2009	mln units	Portugal	4.692002035815
2009	mln units	Romania	4.2449
2009	mln units	Slovenia	1.058858
2009	mln units	Slovakia	1.589
2009	mln units	Finland	2.77666
2009	mln units	Sweden	4.3
2009	mln units	United Kingdom	28.568098
2009	mln units	Iceland	0.203120461839999
2009	mln units	Liechtenstein	0.0259
2009	mln units	Norway	2.1416
2009	mln units	Switzerland	4.009602
2009	mln units	North Macedonia	0.333740562373371
2009	mln units	Albania	0.0653586202531903
2009	mln units	Serbia	1.38408196778471
2009	mln units	Türkiye	7.094
2009	mln units	Bosnia and Herzegovina	0.758818862257553
2010	mln units	Belgium	5.2763
2010	mln units	Bulgaria	2.602
2010	mln units	Czechia	4.496
2010	mln units	Denmark	2.163676
2010	mln units	Germany	41.737627
2010	mln units	Estonia	0.55268
2010	mln units	Ireland	1.873
2010	mln units	Greece	5.216873
2010	mln units	Spain	22.147455
2010	mln units	France	32.675972
2010	mln units	Croatia	1.5154
2010	mln units	Italy	36.724
2010	mln units	Cyprus	0.4627
2010	mln units	Latvia	0.6367
2010	mln units	Lithuania	1.691855
2010	mln units	Luxembourg	0.337239
2010	mln units	Hungary	2.984063
2010	mln units	Malta	0.24096
2010	mln units	Netherlands	7.735547
2010	mln units	Austria	4.441
2010	mln units	Poland	17.2398
2010	mln units	Portugal	4.692
2010	mln units	Romania	4.3197
2010	mln units	Slovenia	1.061646
2010	mln units	Slovakia	1.669
2010	mln units	Finland	2.87748
2010	mln units	Sweden	4.3344
2010	mln units	United Kingdom	28.647255
2010	mln units	Iceland	0.210004403641567
2010	mln units	Liechtenstein	0.0269
2010	mln units	Norway	2.3033
2010	mln units	Switzerland	4.075825
2010	mln units	North Macedonia	0.342494447564255
2010	mln units	Albania	0.109351077871539
2010	mln units	Serbia	1.45505797111484
2010	mln units	Türkiye	7.5448
2010	mln units	Bosnia and Herzegovina	0.776174202424528
2011	mln units	Belgium	5.407
2011	mln units	Bulgaria	2.695
2011	mln units	Czechia	4.582
2011	mln units	Denmark	2.197831
2011	mln units	Germany	42.301563
2011	mln units	Estonia	0.574
